Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1,Credit_Limit,Customer_Age,Marital_Status,Attrition_Flag
1929,52,0.6068898933611662,0,0.0,3,0.522768538011624,1461.827489278678,46,1,1
1500,36,0.29491545832349464,0,0.0,2,0.4503580823944034,34516.0,51,0,1
2525,41,0.5272280752371707,300,0.01974345270328464,4,0.6483647283531858,15166.221407924026,46,2,1
2983,50,0.43882511224417886,0,0.0,4,0.8154281964904962,2096.5618505477905,46,2,1
2024,40,0.5726258045137351,2346,0.8751119267952331,2,0.43058904866640124,2688.4955752154365,49,1,1
2138,36,0.36877631029046687,1260,0.5155290880865196,2,0.4492588574385551,2447.1176624720706,48,3,1
2229,41,0.4300680671733533,0,0.0,3,0.7077930053022925,2315.2815085444126,45,1,1
1125,32,0.41764708035827774,0,0.0,3,0.8166849539141219,3640.011325457681,48,3,1
1799,43,0.6840032150300334,0,0.0,4,0.46486455089387396,1845.278521044822,61,1,1
2056,45,0.3656646401477543,0,0.0,1,0.4702215467159181,1691.1176860004578,42,2,1
9035,73,0.8222234515930267,0,0.0,3,1.006954330383228,23732.31858088368,35,3,1
1037,28,0.3492030424200478,0,0.0,2,0.5724094008364493,34516.0,51,1,1
2312,43,0.335965935209528,0,0.0,3,0.8054408777485664,1566.7795611257168,53,2,1
8551,76,0.8219295981192796,869,0.07353794183062048,2,0.8810704018807205,11968.260413635224,56,1,1
2537,40,0.5435224662242479,1214,0.8043941205842279,5,0.8358078392210295,1512.281751677923,46,3,1
4805,54,0.5398327818316618,1066,0.03060998203912277,1,1.0419297665085958,34516.0,44,3,1
9007,76,0.7916232488613029,0,0.0,2,0.8408362742029121,5964.144179480119,44,1,1
1305,38,0.5688905486068249,2431,0.07065724193084173,1,0.723484306963796,34516.0,51,1,1
2237,47,0.40994388552080446,0,0.0,5,0.6367060989497847,34516.0,52,1,1
2053,42,0.44632579250493665,495,0.3443160820430624,4,0.47959983113906046,1438.3,48,3,1
2004,53,0.5890689133984789,545,0.04160428819435352,4,0.5895618652991359,13049.08989532193,50,3,1
2377,48,0.37686185718140264,0,0.0,3,0.6326471928611457,11592.705921364675,62,1,1
1873,40,0.42065289233330344,0,0.0,3,0.4515693940461152,8884.830721436838,45,0,1
2443,46,0.6174556850224295,1919,0.8236176312296128,4,0.8266255249847005,2333.382368770387,55,1,1
1859,39,0.7159915303187092,2513,0.9777958904606736,2,0.30312640056691,2569.9352425229863,48,2,1
1951,36,0.4542078304294671,0,0.0,4,0.41721775590567867,1441.5013994655505,43,1,1
2237,43,0.444978206563121,925,0.576009742621763,1,0.553139724594735,1605.2863737695295,57,2,1
2063,52,0.4573436492749574,0,0.0,3,0.5414426823145483,2907.068085214719,43,3,1
1178,34,0.5222242868660942,0,0.0,1,0.8515520789317736,12449.813855719543,39,2,1
4907,55,0.3715437283903883,209,0.030633161569396394,3,1.0057276417052479,6595.947659994598,46,2,1
2615,46,0.46884325721349257,0,0.0,1,0.7912756511073062,3546.145932939162,50,3,1
1844,37,0.6089232625554759,0,0.0,2,0.5640323105029574,5026.033656773914,50,1,1
2035,38,0.5597005808276824,0,0.0,3,0.6012147291795545,18629.50310425688,45,0,1
8217,88,0.9931775306278106,0,0.0,5,0.7873998184423092,34516.0,52,1,1
1845,41,0.6371133756821993,0,0.0,3,0.4669376932497315,9909.275792132274,57,2,1
9510,79,0.8794908009549892,0,0.0,3,0.9443654658026288,5814.626198021808,43,1,1
2590,31,0.4154340055930122,0,0.0,2,0.5767684677993263,2302.191920364152,46,1,1
8767,73,0.8602734364767338,0,0.0,3,0.9678572936235365,4534.726563523266,45,1,1
2774,45,0.4940722455892388,65,0.014232091505994748,4,0.6966153626045424,4693.683040760308,47,1,1
2671,39,0.5168423685800968,2462,0.9016997686598736,3,0.724636691010625,2732.29881821808,48,2,1
703,25,0.40392655295076857,0,0.0,2,0.7668909975267908,1438.3,48,3,1
1696,40,0.6726109234166366,406,0.01363341529586929,3,0.5882158007328748,29770.648837088353,47,2,1
8953,53,0.7063700192286066,2495,0.2662193551257543,1,0.8614098653997528,9408.355395618279,35,0,1
771,18,0.4648618648898559,0,0.0,2,0.7185893014580124,34516.0,48,2,1
2490,47,0.6750911238804869,1348,0.6985134294158946,5,0.6455834005732838,1929.6037464169767,48,1,1
2142,41,0.4574204326079728,0,0.0,4,0.6237989305080752,3486.832261168518,50,1,1
695,18,0.28631835048529636,0,0.0,2,0.23491937525601037,13874.941010725885,36,3,1
8479,71,0.902237614119344,1760,0.05880940352983602,2,0.8983309519769954,29989.380727979857,50,2,1
874,28,0.5722971183319816,1434,0.181,4,0.7000960105946421,7904.158898238088,38,3,1
846,23,0.4485781785734263,868,0.12730426114327267,3,0.9512710997133428,6844.326151705959,49,3,1
2513,46,0.6115297808209889,0,0.0,5,0.8653546476308949,1977.3015196124995,42,3,1
2388,42,0.4961296968467395,0,0.0,1,0.4612115720625501,1438.3,46,2,1
1561,39,0.506573118018841,2379,0.069263606306243,2,0.43448611816765115,34516.0,48,1,1
7133,74,0.6714445760328501,0,0.0,1,0.8749365744530148,4020.45939489687,54,2,1
2326,52,0.5266234251971137,1650,0.6088471229556223,4,0.5208992169246628,2709.748042311657,50,3,1
693,15,0.4779203796461565,158,0.11018203023461295,2,1.0407925616769231,1438.3,57,3,1
2721,45,0.9986900232515319,0,0.0,2,0.9911587270349299,7168.739745127522,46,1,1
1776,35,0.5108475477046934,1140,0.2429748662576644,2,0.4296835605669399,4678.831891770665,44,1,1
1340,28,0.12312941949256326,2425,0.9926578541324801,3,0.23691608034036754,2444.3753460650296,34,1,1
7033,60,0.6356488856005086,80,0.01623683183290195,1,0.6225411383237525,4777.294308381238,43,2,1
2539,46,0.4933576394750594,0,0.0,2,0.700296942130557,2210.0371752718643,41,1,1
2662,44,0.7132508003334465,911,0.48069394053079295,5,0.8056791162980561,1896.2848325688985,45,2,1
2166,42,0.5702350748737252,0,0.0,3,0.621890980451048,3519.2709347089785,52,1,1
2168,49,0.7217790161871702,2517,0.073,4,0.5186582654535623,34516.0,48,1,1
7662,68,0.6736806737115625,1019,0.2747428546903437,3,0.9353571367258593,3713.687393659594,54,1,1
2002,39,0.34986625595205617,0,0.0,1,0.44465901024370785,1705.8432866831797,56,3,1
779,27,0.7516785226912718,0,0.0,2,0.6733576286473522,1931.417880878392,40,2,1
995,29,0.42004855197804664,0,0.0,2,0.8540414433045778,3496.380439910191,49,3,1
8233,61,0.8471184872568867,0,0.0,2,0.9166308786180802,23617.899621598823,49,1,1
2443,44,0.7057574849308488,0,0.0,2,0.8380853279752732,1677.1601796477964,38,2,1
2352,37,0.49579297255537186,1070,0.4198725143198597,5,0.571083081138793,2547.6420620598046,50,2,1
4708,48,0.5918084602550268,2303,0.8668435393612353,2,0.986581841403845,2702.1664144221886,43,2,1
816,25,1.1315028248481513,0,0.0,2,0.9569013552717984,8531.452715458454,53,1,1
2622,43,0.47905443930688413,2433,0.07058900020798665,2,0.618904124922005,34516.0,46,3,1
2923,45,0.772425549268823,45,0.002522896571828276,5,0.9164591237996595,18452.645873463567,59,1,1
2343,36,0.4990342531662355,1078,0.4198974428141135,4,0.5553674291451534,2565.666689145869,52,3,1
768,17,0.674937952839898,1012,0.7039856814245918,3,0.8202445240181354,1438.3,57,2,1
2088,40,0.6804573534563967,0,0.0,2,0.47775468172595237,3515.095766316977,58,0,1
2310,43,0.7192237221906834,1690,0.447514128277622,2,0.7897825283278345,3781.524964849466,54,3,1
7864,73,0.8307635184970203,0,0.0,1,0.895008287519986,32047.81767456031,38,2,1
2075,36,0.38746309105613,0,0.0,2,0.5853104093482274,3796.5520467411375,40,0,1
732,17,0.456295794366459,0,0.0,3,0.6953851752450984,6789.483966280451,55,3,1
1816,33,0.19078271333732552,1677,0.12843457332534894,2,0.4678528226914183,13047.58175063393,49,3,1
2494,48,0.6118208218665047,0,0.0,2,0.6246753537297642,22280.835848632134,53,2,1
1769,34,0.40180494219590024,0,0.0,1,0.5832420977921428,13723.297262221682,49,0,1
1742,37,0.5246803230345882,101,0.015350941016278145,3,0.6112280337049839,6779.235589865711,53,1,1
2279,55,0.69310808051806,0,0.0,1,0.6075099963448394,1440.2355144378841,55,0,1
2154,40,0.9240619291232299,2019,0.8515555610002032,5,0.46406687291186244,2372.917395167807,40,0,1
2232,38,0.7524297747275093,0,0.0,3,0.5751855097803587,1507.3379442653281,47,2,1
2190,34,0.4661169572905309,1669,0.3693497468759892,5,0.753445069442002,4528.811604859182,44,1,1
819,19,0.5023332190419588,0,0.0,3,0.8816507966031651,2838.1679679445806,49,2,1
2136,42,0.6017912712161023,0,0.0,6,0.6244129562977365,7275.112046170556,43,2,1
8497,71,0.8935768690286752,1380,0.34538504777059864,1,0.9037887014321573,3987.6428610658413,35,1,1
2827,42,0.6326925067875331,0,0.0,5,0.9755083243042925,1810.086368561295,33,1,1
1737,40,0.4157831790006088,67,0.010252430550273951,4,0.42994360668651443,6384.453086400974,43,1,1
2155,35,0.3607748589199542,0,0.0,3,0.6708619884472853,1438.3,45,3,1
2060,54,0.6218720437155614,2508,0.17651525364529277,5,0.4564864315020381,14214.017839579166,60,1,1
2617,42,0.479455255164161,0,0.0,3,1.007813875745227,2867.701406919138,45,1,1
2027,32,0.366516478755549,0,0.0,3,0.5689615676222625,34516.0,47,1,1
854,16,0.3078660340333022,2517,0.7710109070673452,2,0.6962499692469,3273.12498462345,48,1,1
3713,53,0.6240812445839027,0,0.0,2,0.564768538485507,34516.0,47,1,1
1859,34,0.51969232742153,0,0.0,3,0.5503652408277145,4801.708211615904,53,2,1
2392,55,0.884734753717744,0,0.0,3,0.91133688429436,2207.8763396120003,49,2,1
2497,48,0.6836196613008543,1337,0.6938820382339732,5,0.6462611651364918,1925.3677178969267,48,1,1
804,21,0.33993449207621895,0,0.0,2,0.8058170078478926,3142.8196214798318,52,2,1
965,25,0.20726776836806465,0,0.0,3,0.8552061302149827,1438.3,37,2,1
1904,46,0.5864016232342255,1121,0.6480351905747953,2,0.5238768101558408,1733.379208475378,50,1,1
2595,39,0.39838543944279947,0,0.0,3,0.6411819585656507,1534.5453609562328,36,1,1
8323,69,0.917336605836583,0,0.0,2,0.8139090629090655,5921.60520135514,54,1,1
843,26,0.5953916939735202,934,0.6500647392143161,1,0.756369299563509,1438.3,60,2,1
1973,42,0.511682978832302,0,0.0,3,0.6087486659182837,2165.6210346996836,45,2,1
2844,57,0.7168565454226808,975,0.46211876602742175,3,1.0996084004757976,2113.327157404887,39,0,1
2386,37,0.4714257551707277,0,0.0,2,0.7870974970927935,2253.5790928856186,47,1,1
9066,66,0.6887518025108172,0,0.0,2,0.9866137303934834,5752.951253929754,53,2,1
2357,42,0.43723999166868954,0,0.0,5,0.7923527871584036,10148.019086868135,48,1,1
2384,48,0.4716400014453299,2280,0.8544333339355541,1,0.7372351530042793,2669.87818020861,49,1,1
809,25,0.9929852003082984,0,0.0,2,0.46716228434596485,14012.807102719178,39,3,1
1613,30,0.7576613256189637,0,0.0,2,0.3411458015948306,13712.911618945967,43,0,1
2129,47,0.5285180652548735,1405,0.39743616254480096,3,0.6011297908124262,3561.1606716109204,43,2,1
2535,42,0.4587141244839944,0,0.0,3,0.7407344635485635,2777.6854105104853,46,1,1
1349,39,0.2135406966682953,0,0.0,2,0.4058661481956639,34516.0,54,1,1
1021,30,0.5027500444445699,0,0.0,5,0.5943714502699441,12240.570331822926,55,2,1
2392,40,0.47676383378197207,0,0.0,3,0.7660828071038498,1438.3,42,1,1
2559,42,0.7156618071129272,938,0.3022406159050311,2,0.7891841286011213,3101.207817256164,51,2,1
2492,42,0.30198325227421086,0,0.0,5,0.7175161173729204,2889.893426980258,43,2,1
2043,36,0.3885656988604625,0,0.0,2,0.5921022896337127,3785.048787697667,38,1,1
2841,40,0.7167833719792974,0,0.0,2,0.6543405542673568,2115.464480514011,58,1,1
2295,49,0.6065024243917241,1753,0.20111387010427587,5,0.45232919484358625,8706.033463064827,39,2,1
2439,45,0.5026440728936212,339,0.19892757672340078,4,0.815053439914914,1706.4093670212926,52,3,1
2463,45,0.6432351252653926,1392,0.7158127134320384,5,0.6430517980343359,1945.426262285401,50,1,1
1748,28,0.4242905880345288,934,0.12875127035936285,1,0.6685632710419649,7269.290588034529,43,2,1
5566,57,0.6966353268451855,0,0.0,2,0.4518605294530853,8172.306920603707,31,1,1
1116,24,0.42032000741420894,999,0.32064816027369186,3,0.7013136409517892,3120.378241741558,52,2,1
1972,46,0.4904803824318735,0,0.0,4,0.4108004097484359,1438.3,39,1,1
828,22,0.5602069538074691,0,0.0,2,0.7120827815229875,1438.3,53,3,1
2267,41,0.48987818726838933,333,0.05112719289807395,4,0.6391669004475337,6529.819649136308,54,2,1
2286,44,0.39222138327670364,0,0.0,3,0.6678903577530763,2305.8465008543067,36,1,1
2028,48,0.710083435240735,2517,0.6140168947784256,3,0.5966895699612697,4097.303067360267,51,1,1
2277,41,0.6818406297257011,918,0.10663865749707503,4,0.6356874789088707,8592.501232642891,58,1,1
2510,40,0.5497326886405087,2461,0.8201984216833933,3,0.7518701122308376,3002.2981661678905,45,2,1
9100,74,0.8964622678667666,183,0.005082634590125307,2,0.9696922165166542,34516.0,41,3,1
2702,39,0.39995397779238157,0,0.0,4,0.9177614712606592,2711.520106139795,37,2,1
2580,39,0.4496681045384982,0,0.0,2,0.8249974713288479,3563.9986612917432,51,3,1
4668,60,0.4731627698089248,69,0.011238827788693307,1,0.9475013329306486,6069.836637777454,53,0,1
2374,48,0.4490355722581896,0,0.0,3,0.7711205719762805,1438.3,39,2,1
1960,44,0.4346034802121055,1479,0.8722057393450654,3,0.39285213371772426,1706.2408033209954,43,0,1
1761,35,0.3631699858911155,1194,0.034959043303664075,3,0.5258280130780317,34516.0,46,1,1
2356,48,0.6826700600384786,989,0.13618499666452896,3,0.6688156395926858,7271.487608402808,51,1,1
2627,40,0.6389580963785115,1214,0.766414635114674,5,0.8864471531804347,1583.2254828691282,46,3,1
10335,64,1.0709548624871654,863,0.08711995795785948,5,0.8219474855480141,10052.795444070109,49,0,1
2317,41,0.5348671332937324,0,0.0,3,0.6842022590002519,2708.878608549039,51,1,1
2432,41,0.4565276300156617,564,0.33970619187773426,3,0.680249933034508,1659.4951398714695,53,0,1
2877,46,0.44530296425548993,0,0.0,4,0.7378698082168758,1908.8350444375533,39,1,1
1754,39,0.5598261648453261,0,0.0,3,0.5695651135395652,6897.972535437887,52,1,1
2865,47,0.554654367715187,0,0.0,2,0.8400011343378175,1875.6186154903553,48,1,1
2551,38,0.6035690276942426,590,0.138883795526631,2,0.7705062646400622,4250.128733753493,44,1,1
8023,70,0.8101886349303883,2517,0.17379049597945026,2,0.9505414219994873,14465.969102924226,41,2,1
8842,81,0.982198763526139,664,0.13699212416840856,2,0.991924373357356,4837.60950204817,54,1,1
2351,44,0.48107808941778785,0,0.0,3,0.6498408277415209,12605.10665714652,38,2,1
2461,38,0.4649044583014757,1517,0.06458102039833563,1,0.6123770172724777,23782.97803799185,54,2,1
1846,50,0.6946441567458513,2374,0.3166210867011492,2,0.534524982203915,7498.846787411238,50,1,1
984,25,0.4872694089265248,0,0.0,4,0.8912019905221844,14527.673125280056,54,3,1
8709,65,0.8476253294365853,0,0.0,4,0.9047760257566293,5119.931573827546,48,1,1
2518,40,0.6809197960919001,1560,0.844898905795761,3,0.7299523750678276,1851.7034319401967,51,2,1
1646,28,0.39132264200731515,0,0.0,5,0.416506111712629,14998.904451583574,45,3,1
7220,63,0.662170258647025,2517,0.18115658901751278,5,0.5705547511373829,13904.494866197132,44,1,1
2420,38,0.8450553647889286,0,0.0,1,0.8045942531595887,2001.3868257078504,46,2,1
2067,46,0.6315288405977949,623,0.018310028444736164,3,0.6681580725899186,34516.0,45,3,1
704,12,0.19059616272183172,2517,0.8093322447437821,2,0.35186742867935256,3110.7377149062772,36,3,1
2175,39,0.38299166176419897,0,0.0,2,0.5635290154145324,1459.9083045536468,49,3,1
2187,42,0.673066696242429,0,0.0,5,0.42811448439842137,8668.958129908953,40,0,1
2385,34,0.41021172435802067,0,0.0,2,0.7648165280230343,2259.559774056975,47,1,1
2405,42,0.608828315433942,0,0.0,4,0.7412210987321944,1690.8268214058446,40,2,1
9723,72,0.9022717865160802,0,0.0,4,0.9207385618070385,5850.351314372279,37,2,1
2019,43,0.42565668865589534,0,0.0,2,0.3935033174806336,1707.600833205489,49,3,1
2351,49,0.6281339700480195,0,0.0,5,0.6634646250593851,2172.0421467778597,46,3,1
2536,48,0.7348175537604837,2517,0.6780589931627569,5,0.7568259042785959,3712.5225879466993,52,2,1
2166,46,0.6305325197075847,513,0.3489971391184667,4,0.7317600612771369,1471.8893954616187,42,2,1
2718,36,0.4460406690686187,0,0.0,2,0.7106289951058622,1719.33391861981,54,2,1
2267,44,0.5514686740264769,0,0.0,1,0.637364640150439,1882.6423437684439,45,0,1
693,16,0.3625074285042849,264,0.1840983883102445,2,1.0354070649533769,1438.3,54,3,1
6600,68,0.8631917993068843,0,0.0,3,0.7745108935468459,3760.9154223470377,51,1,1
1649,41,0.26730242813592636,0,0.0,2,0.3231089881209772,4294.239927814705,52,1,1
836,19,0.7622722016392176,0,0.0,5,0.9152730960915734,1438.3,60,2,1
2324,55,0.5561751515292619,0,0.0,1,0.7812272726650211,1695.9587878754678,34,3,1
8332,76,0.7895021589957826,0,0.0,3,0.8604114811729168,22825.596800001596,48,3,1
707,17,0.7351811047311245,745,0.5186145247829841,2,0.9561396053511702,1438.3,54,3,1
2787,42,0.592559385152109,0,0.0,4,0.8678213723589631,6983.559699941916,42,2,1
2334,47,0.5235365859973226,0,0.0,3,0.631505388835964,34516.0,53,1,1
2417,51,0.5497931128141865,400,0.16461482901753635,4,0.6270990012851262,2423.069702779901,55,1,1
1798,34,0.243408503980622,0,0.0,1,0.6014209961153643,13694.84451398017,53,1,1
716,12,0.2151784568177441,2517,0.8062321864092573,2,0.3987228463849586,3124.3614231924794,38,2,1
2119,43,0.5924539594714612,0,0.0,5,0.6173050393273142,7280.060061994032,42,1,1
9517,64,0.7096656348527733,44,0.001501160790629931,2,1.3227651046396407,29503.16096296735,43,0,1
1920,40,0.5164300518301583,1639,0.12115171988828752,1,0.5870314418785993,13503.79764217271,47,3,1
2122,37,0.5435388142386043,0,0.0,1,0.6483942807945,1438.3,55,0,1
1885,30,0.26806572890637215,0,0.0,4,0.5451905101561151,3266.9409476566293,48,1,1
1772,34,0.572065396044085,1035,0.22393064247635197,1,0.3567401963885421,4622.548601891844,42,1,1
2037,41,0.33336463917394077,0,0.0,4,0.5075773324622093,12273.607045748617,40,1,1
1298,35,0.4519014782350678,2020,0.09564983889957324,3,0.6959049268934191,20974.057267293076,55,1,1
849,18,0.38955772510498704,848,0.15510073572428446,2,0.6040751745941342,5466.079607613715,56,2,1
843,22,0.41976464183601453,0,0.0,3,0.604017977767382,14239.614203550558,45,3,1
2552,49,0.8296989610908082,0,0.0,4,0.7716211576416708,17772.493321298054,47,1,1
2082,41,0.8232017014547738,2341,0.4155942966272143,6,0.5493728026383445,5631.339901903903,43,3,1
2046,38,0.39080205057507683,1553,0.11672430134185292,1,0.5624039262140569,13292.665120239611,50,3,1
2406,46,0.5625893760855881,0,0.0,1,0.5924987476489629,3454.124375109201,50,0,1
1934,39,0.3877414981246551,51,0.002026536549013821,3,0.6119219156006904,23940.00762623866,50,2,1
8549,53,0.7565268220605973,2232,0.23020331706346933,1,0.8884020270943424,9689.670045157238,36,2,1
3036,52,0.7465150052302797,0,0.0,2,0.6857165379508008,21514.541973989533,60,1,1
1906,39,0.48123606507258637,0,0.0,5,0.5563249686222379,10547.981575644446,42,1,1
2160,49,1.2200222531737788,893,0.1893172659113742,2,0.5362397072123067,4715.821397455313,50,1,1
2417,41,0.5274881500822436,2517,0.8080013941079714,5,0.6909372651412893,3115.493726514129,40,0,1
1064,27,0.30606122594884894,0,0.0,3,0.6289409210757844,34516.0,40,1,1
2523,48,0.6683134058311698,0,0.0,3,0.8113730263529061,1438.3,33,1,1
2345,53,0.48004587426387607,2507,0.07270524130019188,2,0.6899192524665625,34516.0,48,1,1
2225,40,0.5699465970335491,0,0.0,4,0.6961984115878732,1440.6813501503077,53,2,1
2231,36,0.7193508615582006,0,0.0,2,0.6665432702687292,9305.89645339416,43,1,1
2028,39,0.39301419467914983,2515,0.4972760713633605,2,0.6059368488238864,5058.1874303491895,46,1,1
2061,38,0.4620102590493865,0,0.0,1,0.6439598964433074,2979.009885993045,45,1,1
2034,43,0.5759634658631082,727,0.3015655202357689,2,0.6610976773270625,2405.705314798503,52,1,1
2106,44,0.559070060684732,0,0.0,1,0.5701642817737187,23044.729416935166,45,3,1
4933,55,0.7830101542072155,0,0.0,2,0.7650339901039518,7438.070726702279,47,1,1
732,16,0.3538784722805488,681,0.4734278371523761,1,0.7888319540569937,1438.3,61,3,1
1460,33,0.3107997114187185,1516,0.8654277396646205,3,0.4471353061804722,1754.7565501411132,51,2,1
2931,39,0.4228370177599363,0,0.0,3,0.8859260137158885,12073.446611572335,44,1,1
2334,54,0.4980658816191335,2517,0.8475816278828009,1,0.5322263340097564,2968.638071216491,43,3,1
2496,38,0.54631867712224,519,0.31499184890598847,1,0.8302181989147596,1649.9031271836375,49,1,1
8467,71,0.8987760301757642,1734,0.057944007543941065,2,0.8980472155881775,29998.999391560785,50,2,1
2293,45,0.5549508647165031,0,0.0,3,0.6791689062964545,1564.123320277659,38,1,1
2573,41,0.5384228232989736,0,0.0,3,0.8477114116494867,7137.105763992769,50,1,1
2171,42,0.39869631551524426,0,0.0,3,0.6351521339720663,1438.3,43,3,1
4795,56,0.49313844925470124,2390,0.16199297019164827,5,0.6114914074696832,14722.704648243674,43,3,1
1424,42,0.5444371650991038,2311,0.06739549211402049,1,0.4660956677759284,34516.0,53,1,1
2312,34,0.4606187310911187,0,0.0,2,0.6832614702107392,2763.740906447674,42,1,1
2480,44,0.5435480246516272,0,0.0,4,0.7134211252781918,1438.3,38,2,1
2321,46,0.48303289856338977,0,0.0,1,0.7441652066624984,1702.7562130959825,42,1,1
8646,74,0.5877491545163542,0,0.0,1,1.0257440905172939,7979.774669321321,46,0,1
9292,75,0.7569743731124754,2517,0.42853789384656904,2,0.8926811316645301,5905.450146285677,43,1,1
1900,45,0.525027100955127,1148,0.6729324024427316,2,0.4970495818640335,1710.991017958474,50,1,1
1051,23,1.0356859993227145,2362,0.2053110932087695,3,1.016504415719707,11540.99014488748,60,3,1
997,25,0.432753628317106,2512,0.8715740840053561,4,0.8093759516561133,2883.829556198906,52,2,1
1843,53,0.7397267959772692,0,0.0,5,0.37591084498929267,1438.3,43,2,1
4890,54,0.5016764826084679,2408,0.5441544443262095,1,0.9384906869850799,4401.476819634677,43,1,1
2567,42,0.6386249238431195,0,0.0,4,0.8112357371829929,2474.534088601307,56,1,1
2047,34,0.3242911763934978,0,0.0,1,0.5459488652226616,1825.6264242880989,45,1,1
4989,57,0.45032313211190095,853,0.02486344905522537,4,1.0088858150903028,34516.0,51,2,1
9284,70,0.868722254082372,253,0.039747775576606546,2,0.9754670637611207,6250.950153219112,33,3,1
7417,77,0.8059447155198284,446,0.013286432457987947,4,0.8368140525207232,34516.0,50,0,1
2029,42,0.33151084954258203,0,0.0,1,0.44892770940870186,1700.2939777686877,48,3,1
4944,50,0.35205156196135257,0,0.0,1,0.9365450421611896,13649.051173454563,53,1,1
1824,41,0.5678739362392312,0,0.0,1,0.5646978491886843,17763.712350238377,45,2,1
2834,48,0.5607544647154167,709,0.15360615375103542,2,0.7998806135202944,4608.754464715416,53,3,1
2097,40,0.5575354976041631,120,0.013958807876602843,5,0.46870250558846305,8670.526309739424,48,1,1
10149,59,0.6556331705222179,2033,0.19810435169716178,5,0.7294026199217691,10300.988410208554,41,2,1
2064,42,0.6505595466172831,0,0.0,2,0.5200787558321275,15799.999058440482,51,1,1
2363,34,0.5233936005127614,606,0.3643728000891759,4,0.7762272017686551,1663.9279999628434,48,1,1
2314,36,0.5148457464522597,0,0.0,3,0.6972931657812149,2709.9053463357814,48,1,1
2609,35,0.5192497972910404,1896,0.7022729060239671,2,0.6143788818610945,2713.1996067472724,55,2,1
2298,35,0.2716161071135454,0,0.0,1,0.6208965870814153,1659.8911001635634,35,1,1
8647,75,0.776427764572019,0,0.0,2,0.9828007298538454,8157.057116074993,44,3,1
2747,49,0.5562550567457444,424,0.1948763265009112,4,0.8691429478680058,2185.7876644038934,52,2,1
2716,45,0.5302980391063823,2517,0.7483594191469031,3,0.8289746369668144,3369.5876864455736,52,3,1
4951,59,0.5008224503570329,0,0.0,1,1.0282883267565905,6228.577917517359,46,2,1
1748,38,0.5429050126091879,0,0.0,4,0.5697679779640317,1640.5578589441698,45,1,1
2007,54,0.5533205094237879,1275,0.7239474397062633,3,0.36734949877081025,1766.3638580748511,38,0,1
2128,42,0.5172311303068858,0,0.0,2,0.5226284647238728,3363.343454282279,50,0,1
2513,47,0.6319310412160254,1887,0.8092192113417125,3,0.846561577316575,2333.726592809112,54,1,1
8817,72,0.9183637241706524,1402,0.32809967868450407,1,1.0181773675297587,4311.798878291796,38,1,1
864,16,0.7215276417084898,2517,0.6243114507749457,2,0.9892923988066653,4091.131295350326,46,1,1
2434,50,0.6419986370793012,3,9.800368720649238e-05,3,0.6895803094562046,34516.0,43,1,1
2420,35,0.46655958722889534,1027,0.09055958722889534,4,0.8578230211884594,11358.541801273896,44,2,1
788,19,0.5627233766552979,339,0.23602283022226012,3,0.9913777953683491,1438.3,54,3,1
2925,41,0.6387266476833352,0,0.0,4,0.8046268806605846,6118.840424536321,43,1,1
2125,43,0.574806306283,2517,0.6946202115182957,3,0.5824142968591912,3623.6922052357563,36,1,1
2402,44,0.6305261889660861,0,0.0,1,0.5521294010572375,1438.3,44,2,1
7528,68,0.7069062413515583,624,0.1666953535800979,1,0.8292289250603606,3853.692108366759,42,1,1
2185,48,0.3729935100471726,2517,0.5677862538461456,2,0.4996630492935892,4432.8190233909645,47,0,1
8078,62,0.7224197456455977,0,0.0,2,0.8737345548797961,7431.578331628721,50,3,1
2222,40,0.4603272851097936,0,0.0,4,0.6132773612044042,4032.3647280388354,48,0,1
2297,42,0.48419107245038784,23,0.0029828165187947486,3,0.6556061821229267,7636.637092737559,42,0,1
2620,43,0.6457982599311476,2517,0.6901377933709861,4,0.856354821961702,3647.8828836974876,55,2,1
2207,41,0.35670200749798314,0,0.0,2,0.5595256732743505,2306.1227680772336,46,2,1
4887,50,0.6899509842446375,2517,0.1048978325740229,4,1.0367858619969734,24006.41801480853,44,3,1
2185,41,0.6556396255782267,246,0.010720628780713434,1,0.5690450017791592,23234.612744573566,42,3,1
2752,44,0.6114917153373852,0,0.0,1,1.0101665532896453,5149.256283548459,45,0,1
781,19,0.6028061162791056,870,0.2386344593706926,1,0.6436562595531407,3708.943167350719,56,1,1
8659,64,0.9086143800086521,0,0.0,3,0.9358094974424805,4976.288199701411,51,1,1
2081,48,0.45372686609925456,0,0.0,3,0.5031047806520981,2883.19731625508,45,3,1
814,18,0.44933199282773006,0,0.0,3,0.7764188312546882,1438.3,56,1,1
2677,37,0.6084454655516006,2498,0.9236016087822974,3,0.6366865674856873,2705.8943692619596,42,2,1
2701,38,0.5013631185028189,992,0.08716458930481712,5,1.0168573351870474,11411.39750716578,46,2,1
9399,77,0.6395180917488597,2517,0.3847122676760681,5,0.9222444856924511,6541.179181830775,30,3,1
2635,38,0.38751369002381075,2517,0.7112714037509921,4,0.8148398338322574,3540.642981245039,52,0,1
2084,43,0.5234211667904477,0,0.0,5,0.5615551497576526,10062.718095121763,39,2,1
